Address,Case Number,Crime Against,Measure Names,Neighborhood,Occur Date,Occur Time,Offense Category,Offense Type,Offense Count
2700 BLOCK OF SW 2ND AVE,15-150231,Property,No Measure Value,South Portland,05/06/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
5000 BLOCK OF SW SLAVIN RD,15-154080,Property,No Measure Value,South Portland,04/10/15,1000,Larceny Offenses,All Other Larceny,1
SW 5TH AVE / SW CARUTHERS ST,15-154128,Property,No Measure Value,South Portland,05/09/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
SW 5TH AVE / SW CARUTHERS ST,15-154128,Property,No Measure Value,South Portland,05/09/15,2300,Vandalism,Vandalism,1
5200 BLOCK OF SW MACADAM AVE,15-155549,Property,No Measure Value,South Portland,05/11/15,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
3300 BLOCK OF SW MOODY AVE,15-156553,Property,No Measure Value,South Portland,05/12/15,1540,Larceny Offenses,Theft From Motor Vehicle,1
7600 BLOCK OF SW KELLY AVE,15-156983,Property,No Measure Value,South Portland,05/12/15,2100,Motor Vehicle Theft,Motor Vehicle Theft,1
3700 BLOCK OF SW BOND AVE,15-157998,Person,No Measure Value,South Portland,05/13/15,2058,Assault Offenses,Simple Assault,1
0 BLOCK OF SW CONDOR WAY,15-158028,Property,No Measure Value,South Portland,05/13/15,1900,Motor Vehicle Theft,Motor Vehicle Theft,1
SW VIRGINIA AVE / SW TAYLORS FERRY RD,15-158770,Property,No Measure Value,South Portland,05/14/15,100,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW NEBRASKA ST,15-159079,Property,No Measure Value,South Portland,05/14/15,100,Burglary,Burglary,1
4900 BLOCK OF SW LANDING DR,15-159907,Property,No Measure Value,South Portland,05/15/15,300,Vandalism,Vandalism,1
3600 BLOCK OF SW CORBETT AVE,15-160936,Property,No Measure Value,South Portland,05/15/15,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
SW MACADAM AVE / SW CALIFORNIA ST,15-162194,Property,No Measure Value,South Portland,05/17/15,1330,Larceny Offenses,Theft From Motor Vehicle,1
400 BLOCK OF SW BOUNDARY ST,15-162952,Property,No Measure Value,South Portland,05/16/15,1400,Burglary,Burglary,1
5100 BLOCK OF SW MACADAM AVE,15-164176,Property,No Measure Value,South Portland,05/19/15,445,Burglary,Burglary,1
7500 BLOCK OF SW MACADAM AVE,15-164263,Property,No Measure Value,South Portland,05/19/15,650,Larceny Offenses,Theft From Motor Vehicle,1
7500 BLOCK OF SW MACADAM AVE,15-164263,Property,No Measure Value,South Portland,05/19/15,650,Vandalism,Vandalism,1
4600 BLOCK OF SW VIEW POINT TER,15-165510,Property,No Measure Value,South Portland,05/19/15,2200,Motor Vehicle Theft,Motor Vehicle Theft,1
5000 BLOCK OF SW VIEW POINT TER,15-167088,Property,No Measure Value,South Portland,05/20/15,2100,Larceny Offenses,Theft From Motor Vehicle,1
5200 BLOCK OF SW MACADAM AVE,15-171060,Property,No Measure Value,South Portland,05/24/15,1800,Larceny Offenses,Shoplifting,1
600 BLOCK OF SW IDAHO ST,15-172734,Property,No Measure Value,South Portland,05/23/15,1630,Burglary,Burglary,1
100 BLOCK OF SW MEADE ST,15-173214,Property,No Measure Value,South Portland,05/25/15,2130,Motor Vehicle Theft,Motor Vehicle Theft,1
3200 BLOCK OF SW CORBETT AVE,15-179989,Person,No Measure Value,South Portland,05/31/15,1700,Assault Offenses,Intimidation,1
200 BLOCK OF SW GAINES ST,15-181773,Property,No Measure Value,South Portland,06/01/15,1600,Motor Vehicle Theft,Motor Vehicle Theft,1
2900 BLOCK OF SW MOODY AVE,15-183983,Property,No Measure Value,South Portland,06/03/15,2116,Motor Vehicle Theft,Motor Vehicle Theft,1
SW CORBETT AVE / SW LOGAN ST,15-185635,Property,No Measure Value,South Portland,06/05/15,611,Larceny Offenses,All Other Larceny,1
3500 BLOCK OF SW CORBETT AVE,15-186226,Property,No Measure Value,South Portland,06/05/15,1628,Larceny Offenses,Shoplifting,1
6100 BLOCK OF SW MACADAM AVE,15-190883,Person,No Measure Value,South Portland,05/30/15,600,Assault Offenses,Intimidation,1
6000 BLOCK OF SW RIVERPOINT LN,15-191041,Person,No Measure Value,South Portland,06/09/15,1230,Assault Offenses,Intimidation,1
600 BLOCK OF SW NEVADA ST,15-193647,Property,No Measure Value,South Portland,06/10/15,2300,Burglary,Burglary,1
600 BLOCK OF SW NEVADA ST,15-193647,Property,No Measure Value,South Portland,06/10/15,2300,Larceny Offenses,All Other Larceny,1
4100 BLOCK OF SW CORBETT AVE,15-193793,Property,No Measure Value,South Portland,06/11/15,1137,Larceny Offenses,All Other Larceny,1
SW BROADWAY / SW 5TH AVE,15-201413,Person,No Measure Value,South Portland,06/17/15,1611,Assault Offenses,Aggravated Assault,1
2400 BLOCK OF SW 4TH AVE,15-208224,Person,No Measure Value,South Portland,06/22/15,2033,Assault Offenses,Simple Assault,1
600 BLOCK OF SW NEVADA ST,15-209417,Property,No Measure Value,South Portland,06/22/15,730,Burglary,Burglary,1
5500 BLOCK OF SW HOOD AVE,15-210162,Property,No Measure Value,South Portland,06/23/15,100,Larceny Offenses,All Other Larceny,1
5500 BLOCK OF SW HOOD AVE,15-210162,Property,No Measure Value,South Portland,06/23/15,100,Vandalism,Vandalism,1
5900 BLOCK OF SW CORBETT AVE,15-211673,Property,No Measure Value,South Portland,06/23/15,1100,Larceny Offenses,All Other Larceny,1
3200 BLOCK OF SW 1ST AVE,15-213434,Property,No Measure Value,South Portland,06/26/15,1552,Larceny Offenses,All Other Larceny,1
SW MACADAM AVE / SW BOUNDARY ST,15-213720,Property,No Measure Value,South Portland,06/26/15,1950,Vandalism,Vandalism,1
SW 5TH AVE / SW SHERIDAN ST,15-214665,Person,No Measure Value,South Portland,06/27/15,1330,Assault Offenses,Aggravated Assault,1
4600 BLOCK OF SW WATER AVE,15-219399,Property,No Measure Value,South Portland,07/01/15,1,Motor Vehicle Theft,Motor Vehicle Theft,1
3700 BLOCK OF SW BOND AVE,15-222524,Property,No Measure Value,South Portland,06/28/15,1124,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW MEADE ST,15-224058,Property,No Measure Value,South Portland,07/03/15,2300,Motor Vehicle Theft,Motor Vehicle Theft,1
SW ARTHUR ST / SW 1ST AVE,15-230234,Property,No Measure Value,South Portland,07/08/15,1018,Vandalism,Vandalism,1
2400 BLOCK OF SW 5TH AVE,15-232031,Person,No Measure Value,South Portland,07/09/15,1805,Assault Offenses,Simple Assault,1
SW TAYLORS FERRY RD / SW FULTON PARK BLVD,15-236857,Property,No Measure Value,South Portland,07/13/15,1326,Vandalism,Vandalism,1
100 BLOCK OF SW WHITAKER ST,15-239744,Property,No Measure Value,South Portland,07/14/15,1930,Larceny Offenses,Theft From Motor Vehicle,1
400 BLOCK OF SW BOUNDARY ST,15-241663,Property,No Measure Value,South Portland,07/17/15,530,Larceny Offenses,All Other Larceny,1
4600 BLOCK OF SW MACADAM AVE,15-248400,Person,No Measure Value,South Portland,07/21/15,2255,Assault Offenses,Intimidation,1
7400 BLOCK OF SW VIRGINIA AVE,15-251055,Property,No Measure Value,South Portland,07/23/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW SLAVIN RD,15-253910,Property,No Measure Value,South Portland,07/26/15,1700,Extortion/Blackmail,Extortion/Blackmail,1
5900 BLOCK OF SW RIVERIDGE LN,15-254685,Property,No Measure Value,South Portland,07/27/15,1000,Fraud Offenses,Credit Card/ATM Fraud,1
5200 BLOCK OF SW MACADAM AVE,15-255183,Property,No Measure Value,South Portland,07/01/15,1745,Counterfeiting/Forgery,Counterfeiting/Forgery,1
4700 BLOCK OF SW SLAVIN RD,15-256724,Property,No Measure Value,South Portland,07/26/15,900,Larceny Offenses,Theft From Motor Vehicle,1
7400 BLOCK OF SW VIRGINIA AVE,15-257996,Property,No Measure Value,South Portland,07/29/15,1600,Burglary,Burglary,1
3600 BLOCK OF SW RIVER PKWY,15-259656,Property,No Measure Value,South Portland,07/30/15,2000,Larceny Offenses,Theft From Motor Vehicle,1
6500 BLOCK OF SW VIRGINIA AVE,15-261179,Property,No Measure Value,South Portland,07/31/15,1700,Larceny Offenses,All Other Larceny,1
4500 BLOCK OF SW WATER AVE,15-262920,Property,No Measure Value,South Portland,08/01/15,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
600 BLOCK OF SW GAINES ST,15-263272,Property,No Measure Value,South Portland,07/29/15,1,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW GAINES ST,15-263605,Property,No Measure Value,South Portland,08/03/15,700,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW HAMILTON ST,15-264044,Property,No Measure Value,South Portland,02/01/14,800,Fraud Offenses,Credit Card/ATM Fraud,1
SW MILES ST / SW MACADAM AVE,15-265593,Property,No Measure Value,South Portland,07/31/15,1200,Motor Vehicle Theft,Motor Vehicle Theft,1
200 BLOCK OF SW GAINES ST,15-269431,Property,No Measure Value,South Portland,08/06/15,1500,Burglary,Burglary,1
200 BLOCK OF SW GAINES ST,15-269431,Property,No Measure Value,South Portland,08/06/15,1500,Fraud Offenses,Identity Theft,1
7000 BLOCK OF SW BRIER PL,15-271560,Property,No Measure Value,South Portland,08/09/15,134,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-272950,Property,No Measure Value,South Portland,08/10/15,100,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-273014,Property,No Measure Value,South Portland,08/09/15,1530,Larceny Offenses,Theft From Motor Vehicle,1
3600 BLOCK OF SW RIVER PKWY,15-274635,Property,No Measure Value,South Portland,08/09/15,1830,Larceny Offenses,Theft From Motor Vehicle,1
3200 BLOCK OF SW CORBETT AVE,15-276392,Property,No Measure Value,South Portland,08/12/15,1100,Larceny Offenses,All Other Larceny,1
6100 BLOCK OF SW KELLY AVE,15-282695,Property,No Measure Value,South Portland,08/16/15,2300,Vandalism,Vandalism,1
0 BLOCK OF SW ARTHUR ST,15-282823,Person,No Measure Value,South Portland,08/17/15,2001,Assault Offenses,Aggravated Assault,1
4600 BLOCK OF SW CORBETT AVE,15-290308,Person,No Measure Value,South Portland,08/23/15,200,Assault Offenses,Aggravated Assault,1
2400 BLOCK OF SW 4TH AVE,15-292635,Property,No Measure Value,South Portland,08/25/15,1,Larceny Offenses,Theft From Motor Vehicle,1
6400 BLOCK OF SW MACADAM AVE,15-292762,Property,No Measure Value,South Portland,08/24/15,1630,Larceny Offenses,Shoplifting,1
2800 BLOCK OF SW 2ND AVE,15-293874,Property,No Measure Value,South Portland,08/26/15,527,Vandalism,Vandalism,1
0 BLOCK OF SW HOOKER ST,15-302399,Property,No Measure Value,South Portland,08/31/15,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
3400 BLOCK OF SW WATER AVE,15-303193,Property,No Measure Value,South Portland,08/29/15,2300,Burglary,Burglary,1
7100 BLOCK OF SW MACADAM AVE,15-305267,Society,No Measure Value,South Portland,09/03/15,1219,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
SW SHERIDAN ST / SW MOODY AVE,15-309394,Property,No Measure Value,South Portland,08/30/15,1240,Motor Vehicle Theft,Motor Vehicle Theft,1
3600 BLOCK OF SW RIVER PKWY,15-315332,Property,No Measure Value,South Portland,09/11/15,1120,Fraud Offenses,Identity Theft,1
3600 BLOCK OF SW RIVER PKWY,15-315332,Property,No Measure Value,South Portland,09/11/15,1120,Larceny Offenses,All Other Larceny,1
3600 BLOCK OF SW RIVER PKWY,15-315598,Property,No Measure Value,South Portland,09/10/15,2100,Fraud Offenses,Identity Theft,1
3600 BLOCK OF SW RIVER PKWY,15-315598,Property,No Measure Value,South Portland,09/10/15,2100,Larceny Offenses,Theft From Building,1
5300 BLOCK OF SW MACADAM AVE,15-320242,Property,No Measure Value,South Portland,09/14/15,1815,Burglary,Burglary,1
0 BLOCK OF SW PORTER ST,15-321381,Property,No Measure Value,South Portland,09/15/15,1700,Larceny Offenses,Theft From Motor Vehicle,1
5200 BLOCK OF SW MACADAM AVE,15-321629,Property,No Measure Value,South Portland,09/11/15,1600,Fraud Offenses,Credit Card/ATM Fraud,1
5200 BLOCK OF SW MACADAM AVE,15-321629,Property,No Measure Value,South Portland,09/11/15,1600,Fraud Offenses,Identity Theft,1
5300 BLOCK OF SW MACADAM AVE,15-322100,Property,No Measure Value,South Portland,09/14/15,2032,Burglary,Burglary,1
0 BLOCK OF SW PORTER ST,15-322833,Property,No Measure Value,South Portland,09/16/15,2000,Vandalism,Vandalism,1
3700 BLOCK OF SW BOND AVE,15-324694,Society,No Measure Value,South Portland,05/04/15,1200,Pornography/Obscene Material,Pornography/Obscene Material,1
5000 BLOCK OF SW SLAVIN RD,15-328110,Property,No Measure Value,South Portland,09/21/15,1400,Burglary,Burglary,1
5800 BLOCK OF SW RIVERIDGE LN,15-329250,Property,No Measure Value,South Portland,09/21/15,2300,Burglary,Burglary,1
4800 BLOCK OF SW CORBETT AVE,15-329925,Property,No Measure Value,South Portland,09/22/15,2305,Motor Vehicle Theft,Motor Vehicle Theft,1
4800 BLOCK OF SW CORBETT AVE,15-329925,Property,No Measure Value,South Portland,09/22/15,2305,Vandalism,Vandalism,1
3500 BLOCK OF SW BOND AVE,15-330538,Property,No Measure Value,South Portland,08/23/15,0,Larceny Offenses,Theft From Building,1
3500 BLOCK OF SW RIVER PKWY,15-331655,Property,No Measure Value,South Portland,09/23/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
5200 BLOCK OF SW MACADAM AVE,15-332266,Property,No Measure Value,South Portland,09/24/15,1318,Counterfeiting/Forgery,Counterfeiting/Forgery,1
0 BLOCK OF SW RICHARDSON ST,15-333007,Property,No Measure Value,South Portland,09/09/15,1,Larceny Offenses,All Other Larceny,1
3700 BLOCK OF SW BOND AVE,15-333519,Property,No Measure Value,South Portland,09/25/15,230,Larceny Offenses,Theft From Motor Vehicle,1
5200 BLOCK OF SW MACADAM AVE,15-334473,Property,No Measure Value,South Portland,09/26/15,1730,Larceny Offenses,Theft From Motor Vehicle,1
SW NAITO PKWY / SW GROVER ST,15-338285,Person,No Measure Value,South Portland,09/29/15,1300,Assault Offenses,Intimidation,1
3900 BLOCK OF SW KELLY AVE,15-341729,Property,No Measure Value,South Portland,10/02/15,715,Motor Vehicle Theft,Motor Vehicle Theft,1
3900 BLOCK OF SW KELLY AVE,15-341729,Property,No Measure Value,South Portland,10/02/15,715,Stolen Property Offenses,Stolen Property Offenses,1
SW CARUTHERS ST / SW 4TH AVE,15-342888,Society,No Measure Value,South Portland,10/03/15,700,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
100 BLOCK OF SW GROVER ST,15-346628,Property,No Measure Value,South Portland,10/06/15,600,Larceny Offenses,All Other Larceny,1
400 BLOCK OF SW HAMILTON CT,15-346634,Property,No Measure Value,South Portland,10/06/15,545,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW ARTHUR ST,15-348319,Property,No Measure Value,South Portland,09/16/15,1200,Larceny Offenses,Theft From Building,1
0 BLOCK OF SW ARTHUR ST,15-348937,Property,No Measure Value,South Portland,10/07/15,2035,Larceny Offenses,Shoplifting,1
700 BLOCK OF SW BANCROFT ST,15-349413,Property,No Measure Value,South Portland,10/07/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW MACADAM AVE,15-353761,Property,No Measure Value,South Portland,10/11/15,1518,Burglary,Burglary,1
500 BLOCK OF SW IDAHO ST,15-357197,Property,No Measure Value,South Portland,10/13/15,2130,Motor Vehicle Theft,Motor Vehicle Theft,1
4100 BLOCK OF SW BOND AVE,15-362225,Property,No Measure Value,South Portland,10/17/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW LOWELL ST,15-363445,Property,No Measure Value,South Portland,10/18/15,1500,Larceny Offenses,Theft From Motor Vehicle,1
7300 BLOCK OF SW CORBETT AVE,15-363911,Property,No Measure Value,South Portland,10/19/15,515,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,15-364172,Person,No Measure Value,South Portland,10/19/15,2030,Assault Offenses,Aggravated Assault,1
SB SW BARBUR BLVD TO / WB SW BEAVERTON HILLSDALE HWY,15-364814,Property,No Measure Value,South Portland,10/20/15,1300,Vandalism,Vandalism,1
100 BLOCK OF SW ARTHUR ST,15-368226,Property,No Measure Value,South Portland,10/22/15,2100,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW ARTHUR ST,15-368226,Property,No Measure Value,South Portland,10/22/15,2100,Vandalism,Vandalism,1
800 BLOCK OF SW GAINES ST,15-369502,Property,No Measure Value,South Portland,10/23/15,2100,Vandalism,Vandalism,1
600 BLOCK OF SW LOWELL ST,15-369532,Property,No Measure Value,South Portland,10/24/15,200,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-373682,Property,No Measure Value,South Portland,10/27/15,800,Burglary,Burglary,1
4800 BLOCK OF SW BARBUR BLVD,15-375642,Property,No Measure Value,South Portland,10/29/15,0,Vandalism,Vandalism,1
100 BLOCK OF SW CURRY ST,15-376218,Property,No Measure Value,South Portland,10/29/15,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
SW MOODY AVE / SW MEADE ST,15-376610,Property,No Measure Value,South Portland,10/30/15,345,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW PORTER ST,15-377278,Society,No Measure Value,South Portland,10/30/15,2144,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
SW SEYMOUR ST / SW WATER AVE,15-377563,Property,No Measure Value,South Portland,10/29/15,1500,Motor Vehicle Theft,Motor Vehicle Theft,1
6500 BLOCK OF SW CORBETT AVE,15-378237,Property,No Measure Value,South Portland,10/23/15,1520,Larceny Offenses,All Other Larceny,1
2500 BLOCK OF SW 1ST AVE,15-380325,Property,No Measure Value,South Portland,10/26/15,1000,Larceny Offenses,Theft From Building,1
7600 BLOCK OF SW HOOD AVE,15-381015,Property,No Measure Value,South Portland,11/02/15,800,Burglary,Burglary,1
SW HOOKER ST / SW BARBUR BLVD,15-381403,Property,No Measure Value,South Portland,11/03/15,443,Robbery,Robbery,1
0 BLOCK OF SW ARTHUR ST,15-385180,Property,No Measure Value,South Portland,11/05/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW CURRY ST,15-387650,Property,No Measure Value,South Portland,11/07/15,2200,Vandalism,Vandalism,1
3600 BLOCK OF SW KELLY AVE,15-387801,Property,No Measure Value,South Portland,11/07/15,2355,Motor Vehicle Theft,Motor Vehicle Theft,1
I405 FWY NB AT / SW NAITO PKWY,15-388477,Property,No Measure Value,South Portland,12/01/14,1,Vandalism,Vandalism,1
3200 BLOCK OF SW KELLY AVE,15-388707,Property,No Measure Value,South Portland,11/08/15,1200,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW BARBUR BLVD,15-389584,Property,No Measure Value,South Portland,11/09/15,2100,Larceny Offenses,Theft From Motor Vehicle,1
5300 BLOCK OF SW MACADAM AVE,15-390203,Property,No Measure Value,South Portland,11/10/15,1430,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW 1ST AVE,15-394575,Property,No Measure Value,South Portland,09/09/15,1,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
3300 BLOCK OF SW 1ST AVE,15-394575,Property,No Measure Value,South Portland,09/09/15,1,Fraud Offenses,Identity Theft,1
6100 BLOCK OF SW MACADAM AVE,15-396989,Property,No Measure Value,South Portland,11/16/15,1855,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW BARBUR BLVD,15-398105,Property,No Measure Value,South Portland,11/07/15,2359,Larceny Offenses,All Other Larceny,1
4800 BLOCK OF SW BARBUR BLVD,15-398105,Property,No Measure Value,South Portland,11/07/15,2359,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW SEYMOUR ST,15-398462,Property,No Measure Value,South Portland,11/18/15,200,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW SEYMOUR ST,15-398462,Property,No Measure Value,South Portland,11/18/15,200,Vandalism,Vandalism,1
7600 BLOCK OF SW KELLY AVE,15-398873,Property,No Measure Value,South Portland,11/13/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
800 BLOCK OF SW CURRY ST,15-400299,Property,No Measure Value,South Portland,08/21/15,1500,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,15-401528,Property,No Measure Value,South Portland,11/20/15,1800,Motor Vehicle Theft,Motor Vehicle Theft,1
4300 BLOCK OF SW CORBETT AVE,15-403677,Property,No Measure Value,South Portland,11/22/15,1630,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW CORBETT AVE,15-405312,Property,No Measure Value,South Portland,11/12/15,1000,Fraud Offenses,Identity Theft,1
3600 BLOCK OF SW RIVER PKWY,15-409735,Property,No Measure Value,South Portland,11/28/15,1700,Larceny Offenses,Theft From Motor Vehicle,1
400 BLOCK OF SW HAMILTON CT,15-409792,Property,No Measure Value,South Portland,11/28/15,2130,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-413007,Property,No Measure Value,South Portland,12/01/15,2000,Burglary,Burglary,1
600 BLOCK OF SW NEVADA ST,15-413105,Property,No Measure Value,South Portland,12/01/15,2000,Burglary,Burglary,1
600 BLOCK OF SW NEVADA ST,15-415195,Property,No Measure Value,South Portland,12/04/15,400,Vandalism,Vandalism,1
3000 BLOCK OF SW 1ST AVE,15-416803,Property,No Measure Value,South Portland,11/29/15,1200,Larceny Offenses,Theft From Motor Vehicle,1
300 BLOCK OF SW WHITAKER ST,15-417686,Property,No Measure Value,South Portland,12/05/15,1200,Vandalism,Vandalism,1
5900 BLOCK OF SW CORBETT AVE,15-420941,Property,No Measure Value,South Portland,12/08/15,1700,Motor Vehicle Theft,Motor Vehicle Theft,1
3500 BLOCK OF SW CORBETT AVE,15-421035,Property,No Measure Value,South Portland,12/06/15,1400,Larceny Offenses,Theft From Motor Vehicle,1
4200 BLOCK OF SW CORBETT AVE,15-423802,Property,No Measure Value,South Portland,12/11/15,610,Larceny Offenses,Theft From Motor Vehicle,1
SW SWEENEY ST / SW KELLY AVE,15-425722,Property,No Measure Value,South Portland,12/13/15,1223,Vandalism,Vandalism,1
600 BLOCK OF SW LOWELL ST,15-425952,Property,No Measure Value,South Portland,12/13/15,1230,Burglary,Burglary,1
4200 BLOCK OF SW CORBETT AVE,15-426006,Property,No Measure Value,South Portland,12/12/15,2000,Vandalism,Vandalism,1
4400 BLOCK OF SW BARBUR BLVD,15-427224,Property,No Measure Value,South Portland,12/14/15,2230,Robbery,Robbery,1
SW CORBETT AVE / SW MITCHELL ST,15-427435,Society,No Measure Value,South Portland,12/15/15,725,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
3700 BLOCK OF SW BOND AVE,15-428359,Property,No Measure Value,South Portland,12/15/15,2030,Larceny Offenses,Theft From Motor Vehicle,1
I5 FWY SB AT / MP300 & MARQUAM BRG,15-430073,Property,No Measure Value,South Portland,12/17/15,1320,Vandalism,Vandalism,1
4900 BLOCK OF SW BARBUR BLVD,15-431202,Society,No Measure Value,South Portland,12/18/15,1445,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
3800 BLOCK OF SW BARBUR BLVD,15-432074,Property,No Measure Value,South Portland,12/19/15,556,Vandalism,Vandalism,1
3800 BLOCK OF SW BARBUR BLVD,15-432074,Society,No Measure Value,South Portland,12/19/15,556,Weapon Law Violations,Weapons Law Violations,1
2400 BLOCK OF SW 4TH AVE,15-432092,Property,No Measure Value,South Portland,12/18/15,1940,Burglary,Burglary,1
2400 BLOCK OF SW 4TH AVE,15-432092,Property,No Measure Value,South Portland,12/18/15,1940,Vandalism,Vandalism,1
6400 BLOCK OF SW BEAVER AVE,15-434505,Property,No Measure Value,South Portland,08/11/15,642,Fraud Offenses,Identity Theft,1
400 BLOCK OF SW SHERIDAN ST,15-435233,Property,No Measure Value,South Portland,12/21/15,2130,Motor Vehicle Theft,Motor Vehicle Theft,1
5200 BLOCK OF SW LANDING DR,15-436383,Property,No Measure Value,South Portland,12/23/15,1159,Fraud Offenses,Identity Theft,1
600 BLOCK OF SW LOWELL ST,15-438222,Property,No Measure Value,South Portland,12/24/15,1930,Vandalism,Vandalism,1
600 BLOCK OF SW LOWELL ST,15-438266,Property,No Measure Value,South Portland,12/23/15,1600,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW LOWELL ST,15-438275,Property,No Measure Value,South Portland,12/25/15,200,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW VERMONT ST,15-440729,Property,No Measure Value,South Portland,12/26/15,200,Fraud Offenses,Identity Theft,1
100 BLOCK OF SW MEADE ST,15-440767,Property,No Measure Value,South Portland,12/27/15,1500,Motor Vehicle Theft,Motor Vehicle Theft,1
SW SHERIDAN ST / SW BARBUR BLVD,15-443671,Property,No Measure Value,South Portland,12/31/15,945,Larceny Offenses,All Other Larceny,1
5400 BLOCK OF SW VIEW POINT TER,15-654432,Property,No Measure Value,South Portland,04/30/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW HOOKER ST,15-654479,Property,No Measure Value,South Portland,05/02/15,2345,Vandalism,Vandalism,1
0 BLOCK OF SW PORTER ST,15-654580,Property,No Measure Value,South Portland,05/12/15,1520,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-654625,Property,No Measure Value,South Portland,05/22/15,1,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,15-680153,Property,No Measure Value,South Portland,07/04/15,1549,Burglary,Burglary,1
3300 BLOCK OF SW BOND AVE,15-680153,Society,No Measure Value,South Portland,07/04/15,1549,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
3900 BLOCK OF SW MACADAM AVE,15-680346,Property,No Measure Value,South Portland,08/13/15,717,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,15-680392,Property,No Measure Value,South Portland,08/14/15,1408,Larceny Offenses,Theft From Building,1
600 BLOCK OF SW BANCROFT ST,15-680518,Society,No Measure Value,South Portland,09/19/15,141,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
2700 BLOCK OF SW MOODY AVE,15-680597,Society,No Measure Value,South Portland,10/04/15,1923,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
SW GAINES ST / SW HOOD AVE,15-680648,Society,No Measure Value,South Portland,10/13/15,1455,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
3300 BLOCK OF SW BOND AVE,15-680654,Property,No Measure Value,South Portland,10/17/15,1706,Stolen Property Offenses,Stolen Property Offenses,1
2700 BLOCK OF SW MOODY AVE,15-680920,Society,No Measure Value,South Portland,12/20/15,845,Drug/Narcotic Offenses,Drug/Narcotic Violations,1
2700 BLOCK OF SW MOODY AVE,15-680938,Property,No Measure Value,South Portland,11/05/15,1300,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW BOND AVE,15-680954,Property,No Measure Value,South Portland,11/20/14,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
3300 BLOCK OF SW BOND AVE,15-680954,Property,No Measure Value,South Portland,11/20/14,1200,Fraud Offenses,Hacking/Computer Invasion,1
3300 BLOCK OF SW BOND AVE,15-680954,Property,No Measure Value,South Portland,11/20/14,1200,Fraud Offenses,Identity Theft,1
3300 BLOCK OF SW BOND AVE,15-800508,Property,No Measure Value,South Portland,05/05/15,1535,Larceny Offenses,All Other Larceny,1
